"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Region of Origin","Cause of Death","Country of Origin","Location of death","Information Source",Coordinates,"Migration route",URL,"UNSD Geographical Grouping","Source Quality"
2022.MMP0475,2022.MMP0475,"Southern Asia","Thu, 03/31/2022 - 12:00",2022,March,1,,1,,,1,,"Southern Asia","Accidental death",Afghanistan,"Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0476,2022.MMP0476,"Southern Asia","Thu, 03/31/2022 - 12:00",2022,March,1,,1,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Unspecified location in Isfahan province, Iran","IOM Afghanistan","32.64139838, 51.706926","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0477,2022.MMP0477,"Southern Asia","Thu, 03/31/2022 - 12:00",2022,March,1,,1,,,1,1,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0478,2022.MMP0478,"Southern Asia","Sat, 04/02/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Unspecified location in Urmia city, West Azerbaijan Province, Iran","IOM Afghanistan","37.54561366, 45.06834","Iran to Türkiye",,"Southern Asia",4
2022.MMP0479,2022.MMP0479,"Southern Asia","Sun, 04/03/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Unspecified location in Fars Province, Iran","IOM Afghanistan","29.63447121, 52.553603","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0480,2022.MMP0480,"Southern Asia","Sun, 04/03/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0482,2022.MMP0482,"Southern Asia","Wed, 04/06/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Accidental death",Afghanistan,"Unspecified location in Bandar Anzali city, Gilan Province, Iran","IOM Afghanistan","37.48139037, 49.427296","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0483,2022.MMP0483,"Southern Asia","Wed, 04/06/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0484,2022.MMP0484,"Southern Asia","Wed, 04/06/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Accidental death",Afghanistan,"Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0485,2022.MMP0485,"Southern Asia","Thu, 04/07/2022 - 12:00",2022,April,1,,1,,,1,1,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0486,2022.MMP0486,"Southern Asia","Sun, 04/10/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Accidental death",Afghanistan,"Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0487,2022.MMP0487,"Southern Asia","Sun, 04/10/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Accidental death",Afghanistan,"Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0488,2022.MMP0488,"Southern Asia","Sun, 04/10/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0489,2022.MMP0489,"Southern Asia","Mon, 04/11/2022 - 12:00",2022,April,1,,1,,,1,1,"Southern Asia",Violence,Afghanistan,"Unspecified location in Kerman province, Iran","IOM Afghanistan","30.27303232, 57.003419","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0490,2022.MMP0490,"Southern Asia","Tue, 04/12/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Unspecified location in Mazandaran Province, Iran","IOM Afghanistan","36.08360338, 52.348807","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0491,2022.MMP0491,"Southern Asia","Sat, 04/16/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Accidental death",Afghanistan,"Unspecified location in Alborz province, Iran","IOM Afghanistan","35.83457043, 50.951497","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0492,2022.MMP0492,"Southern Asia","Sat, 04/16/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia",Violence,Afghanistan,"Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0493,2022.MMP0493,"Southern Asia","Sat, 04/16/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Accidental death",Afghanistan,"Unspecified location in Shiraz city, Fars Province, Iran","IOM Afghanistan","29.63447121, 52.553603","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0494,2022.MMP0494,"Southern Asia","Fri, 04/01/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia",Violence,Afghanistan,"Unspecified location in Urmia city, West Azerbaijan Province, Iran","IOM Afghanistan","37.54561366, 45.06834","Iran to Türkiye",,"Southern Asia",4
2022.MMP0495,2022.MMP0495,"Southern Asia","Wed, 04/13/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Unspecified location in Kerman, Iran","IOM Afghanistan","30.26235756, 57.138688","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0496,2022.MMP0496,"Southern Asia","Thu, 04/14/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Accidental death",Afghanistan,"Unspecified location in Jiroft district, Kerman province, Iran","IOM Afghanistan","28.95046741, 57.57054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0497,2022.MMP0497,"Southern Asia","Thu, 04/14/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia",Violence,Afghanistan,"Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0498,2022.MMP0498,"Southern Asia","Thu, 04/14/2022 - 12:00",2022,April,1,,1,21,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Unspecified location in Khash district, Sistan & Baluchestan province, Iran","IOM Afghanistan","28.23007995, 61.196037","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0499,2022.MMP0499,"Southern Asia","Mon, 03/14/2022 - 12:00",2022,March,1,,1,8,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Unspecified location in Khash district, Sistan & Baluchestan province, Iran","IOM Afghanistan","28.23007995, 61.196037","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0500,2022.MMP0500,"Southern Asia","Thu, 04/14/2022 - 12:00",2022,April,1,,1,,1,,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Unspecified location in Kerman, Iran","IOM Afghanistan","30.26235756, 57.138688","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0501,2022.MMP0501,"Southern Asia","Thu, 04/14/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Harsh environmental conditions / lack of adequate shelter, food, water",Afghanistan,"Unspecified location in Urmia city, West Azerbaijan Province, Iran","IOM Afghanistan","38.46812027, 44.371418","Iran to Türkiye",,"Southern Asia",4
2022.MMP0502,2022.MMP0502,"Southern Asia","Fri, 04/15/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0503,2022.MMP0503,"Southern Asia","Fri, 04/15/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0504,2022.MMP0504,"Southern Asia","Fri, 04/15/2022 - 12:00",2022,April,1,,1,1,,1,,"Southern Asia","Accidental death",Afghanistan,"Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0505,2022.MMP0505,"Southern Asia","Sat, 04/16/2022 - 12:00",2022,April,1,,1,,1,,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0506,2022.MMP0506,"Southern Asia","Sun, 04/17/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Unspecified location in Chabahar County, Sistan and Baluchestan Province, Iran","IOM Afghanistan","25.30369277, 60.651375","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0507,2022.MMP0507,"Southern Asia","Sun, 04/17/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0508,2022.MMP0508,"Southern Asia","Mon, 04/18/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0509,2022.MMP0509,"Southern Asia","Mon, 04/18/2022 - 12:00",2022,April,1,,1,,,1,1,"Southern Asia",Violence,Afghanistan,"Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0510,2022.MMP0510,"Southern Asia","Mon, 04/18/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0511,2022.MMP0511,"Southern Asia","Mon, 04/18/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia",Violence,Afghanistan,"Unspecified location in Urmia city, West Azerbaijan Province, Iran","IOM Afghanistan","37.54561366, 45.06834","Iran to Türkiye",,"Southern Asia",4
2022.MMP0512,2022.MMP0512,"Southern Asia","Tue, 04/19/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Accidental death",Afghanistan,"Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0513,2022.MMP0513,"Southern Asia","Tue, 04/19/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0514,2022.MMP0514,"Southern Asia","Tue, 04/19/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Unspecified location in Jahrom County, Fars Province, Iran","IOM Afghanistan","25.30803805, 60.643822","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0515,2022.MMP0515,"Southern Asia","Tue, 04/19/2022 - 12:00",2022,April,1,,1,1,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Unspecified location in Bam district, Kerman province, Iran","IOM Afghanistan","29.09961285, 58.352097","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0516,2022.MMP0516,"Southern Asia","Wed, 04/20/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia",Violence,Afghanistan,"Unspecified location in Isfahan province, Iran","IOM Afghanistan","32.2537812, 52.505807","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0517,2022.MMP0517,"Southern Asia","Wed, 04/20/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0518,2022.MMP0518,"Southern Asia","Thu, 04/21/2022 - 12:00",2022,April,1,,1,,,1,1,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Unspecified location in Isfahan province, Iran","IOM Afghanistan","32.2537812, 52.505807","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0519,2022.MMP0519,"Southern Asia","Thu, 04/21/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Unspecified location in Shahr-e Babak County, Kerman Province, Iran","IOM Afghanistan","25.30741731, 60.644852","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0520,2022.MMP0520,"Southern Asia","Thu, 04/21/2022 - 12:00",2022,April,1,,1,2,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0521,2022.MMP0521,"Southern Asia","Fri, 04/22/2022 - 12:00",2022,April,1,,1,5,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Unspecified location in Iranshahr district, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.21161534, 60.684828","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0522,2022.MMP0522,"Southern Asia","Sat, 04/23/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Accidental death",Afghanistan,"Unspecified location in Iranshahr district, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.21161534, 60.684828","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0523,2022.MMP0523,"Southern Asia","Sun, 04/24/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0524,2022.MMP0524,"Southern Asia","Mon, 04/25/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Unspecified location in Khash district, Sistan & Baluchestan province, Iran","IOM Afghanistan","28.23007995, 61.196037","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0525,2022.MMP0525,"Southern Asia","Thu, 04/28/2022 - 12:00",2022,April,1,,1,,,1,1,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0526,2022.MMP0526,"Southern Asia","Thu, 04/28/2022 - 12:00",2022,April,1,,1,1,,1,1,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0527,2022.MMP0527,"Southern Asia","Thu, 04/28/2022 - 12:00",2022,April,1,,1,,1,,1,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0528,2022.MMP0528,"Southern Asia","Fri, 04/29/2022 - 12:00",2022,April,1,,1,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0529,2022.MMP0529,"Southern Asia","Mon, 05/02/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Unspecified location in Jiroft district, Kerman province, Iran","IOM Afghanistan","28.95046741, 57.57054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0530,2022.MMP0530,"Southern Asia","Wed, 05/04/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0531,2022.MMP0531,"Southern Asia","Thu, 05/05/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia",Violence,Afghanistan,"Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0532,2022.MMP0532,"Southern Asia","Thu, 05/05/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0533,2022.MMP0533,"Southern Asia","Thu, 05/05/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Accidental death",Afghanistan,"Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0534,2022.MMP0534,"Southern Asia","Fri, 05/06/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Unspecified location in Bandar Abbas city, Hormozgan Province, Iran","IOM Afghanistan","27.1684853, 56.200806","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0535,2022.MMP0535,"Southern Asia","Fri, 05/06/2022 - 12:00",2022,May,1,,1,1,1,,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Unspecified location in Bushehr province, Iran","IOM Afghanistan","28.91397523, 50.927101","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0536,2022.MMP0536,"Southern Asia","Fri, 05/06/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Unspecified location in Bushehr province, Iran","IOM Afghanistan","28.91397523, 50.927101","Afghanistan to Iran",,"Southern Asia",4
2022.MMP0537,2022.MMP0537,"Southern Asia","Fri, 05/06/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Unspecified location in Bushehr province, Iran","IOM Afghanistan","28.91397523, 50.927101","Afghanistan to Iran",,"Southern Asia",4
